Name,Year,Genre,Platform,Publisher,Global_Sales
UNO / Skip-Bo / UNO Freefall,2006.0,Misc,DS,Zoo Digital Publishing,0.1
Culdcept DS,2008.0,Strategy,DS,Sega,0.1
Colin McRae Rally 04,2004.0,Racing,XB,Codemasters,0.1
Monster Jam: Maximum Destruction,2002.0,Racing,GBA,Ubisoft,0.1
The King of Fighters: Dream Match 1999,1999.0,Fighting,DC,SNK,0.1
FIFA Street,2005.0,Sports,XB,Electronic Arts,0.1
Truth or Lies,2010.0,Misc,Wii,THQ,0.1
Weiss Schwarz Portable,2011.0,Strategy,PSP,Namco Bandai Games,0.1
Kirarin * Revolution: Mezase! Idol Queen,2007.0,Simulation,DS,Konami Digital Entertainment,0.1
Dungeons & Dragons Tactics,2007.0,Strategy,PSP,Atari,0.1
X-Men: Children of the Atom,1998.0,Fighting,PS,Acclaim Entertainment,0.1
Hot Wheels: Stunt Track Challenge,2004.0,Racing,XB,THQ,0.1
Dora & Kai-Lan's Pet Shelter,2011.0,Strategy,DS,Take-Two Interactive,0.1
DJ Max Fever,2009.0,Misc,PSP,PM Studios,0.1
Math Blaster in the Prime Adventure,2009.0,Misc,DS,Majesco Entertainment,0.1
Football Director DS,2008.0,Sports,DS,Pinnacle,0.1
Shellshock,1995.0,Action,PS,Core Design Ltd.,0.1
Blue Stinger,1999.0,Adventure,DC,Activision,0.1
Yggdra Union: We'll Never Fight Alone,2008.0,Role-Playing,PSP,Sting,0.1
The Destiny of Zorro,2009.0,Action,Wii,505 Games,0.1
Hot Wheels Ultimate Racing,2007.0,Action,PSP,Activision,0.1
Capcom vs. SNK 2 EO,2003.0,Fighting,XB,Capcom,0.1
Inazuma Eleven GO Strikers 2013,2012.0,Role-Playing,Wii,Level 5,0.1
Metal Gear Solid HD Edition,2011.0,Action,PS3,Konami Digital Entertainment,0.1
Hunter: The Reckoning,2002.0,Action,GC,Virgin Interactive,0.1
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,2007.0,Misc,DS,Paon,0.1
Urban Chaos,1999.0,Action,PS,Eidos Interactive,0.1
Creeper World 3: Arc Eternal,2009.0,Strategy,Wii,Namco Bandai Games,0.1
Monkey Mischief! Party Time,2008.0,Misc,Wii,Activision,0.1
Draglade,2007.0,Fighting,DS,505 Games,0.1
DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,2007.0,Misc,DS,Shogakukan,0.1
Water Sports,2009.0,Action,Wii,Avanquest,0.1
Freaky Flyers,2003.0,Racing,PS2,Midway Games,0.1
Baten Kaitos Origins,2006.0,Role-Playing,GC,Unknown,0.1
E·O·E: Eve of Extinction,2002.0,Fighting,PS2,Eidos Interactive,0.1
Pro Evolution Soccer 2016,2015.0,Sports,XOne,Konami Digital Entertainment,0.1
Dark Summit,2001.0,Sports,XB,THQ,0.1
Penguin no Mondai: The World,2010.0,Adventure,DS,Konami Digital Entertainment,0.1
Yaiba: Ninja Gaiden Z,2014.0,Action,PS3,Tecmo Koei,0.1
Flushed Away,2006.0,Platform,DS,D3Publisher,0.1
Surf's Up,2007.0,Sports,X360,Ubisoft,0.1
Hakuouki Portable,2009.0,Adventure,PSP,Idea Factory,0.1
NHL 2004,2003.0,Sports,GC,Electronic Arts,0.1
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,2009.0,Role-Playing,X360,Bethesda Softworks,0.1
Cabela's Adventure Camp,2011.0,Misc,X360,Activision,0.1
KORG DS-10 Synthesizer Plus,2009.0,Misc,DS,AQ Interactive,0.1
World Snooker Championship 2007,2007.0,Sports,PS3,Sega,0.1
X-Men: The Official Game,2006.0,Action,XB,Activision,0.1
RLH: Run Like Hell,2002.0,Shooter,PS2,Virgin Interactive,0.1
Digimon Adventure,2013.0,Role-Playing,PSP,Namco Bandai Games,0.1
Doom 3,2004.0,Shooter,PC,Activision,0.1
The Ant Bully,2006.0,Platform,PS2,Midway Games,0.1
Conflict: Global Terror,2005.0,Shooter,XB,SCi,0.1
Minority Report: Everybody Runs,2002.0,Action,GC,Activision,0.1
Monster Rancher EVO,2005.0,Role-Playing,PS2,Tecmo Koei,0.1
Project Hacker: Kakusei,2006.0,Action,DS,Nintendo,0.1
Pajama Sam: Don't Fear The Dark,2008.0,Adventure,Wii,Atari,0.1
GRID Autosport,2014.0,Racing,X360,Codemasters,0.1
World Series of Poker 2008: Battle for the Bracelets,2007.0,Misc,PS3,Activision,0.1
Wasteland 2,2015.0,Role-Playing,PS4,Deep Silver,0.1
Guitar Hero: Van Halen,2009.0,Misc,PS2,Activision,0.1
Olympic Summer Games: Atlanta 1996,1996.0,Sports,PS,U.S. Gold,0.1
Little League World Series Baseball 2008,2008.0,Sports,Wii,Activision,0.1
Disney's The Haunted Mansion,2003.0,Platform,GC,Take-Two Interactive,0.1
Tatsunoko vs. Capcom: Cross Generation of Heroes,2008.0,Fighting,Wii,Capcom,0.1
Alvin and the Chipmunks: Chipwrecked,2011.0,Misc,X360,505 Games,0.1
Darius Gaiden,1995.0,Shooter,SAT,Acclaim Entertainment,0.1
All Kamen Rider: Rider Generation 2,2012.0,Action,DS,Namco Bandai Games,0.1
Beach Spikers: Virtua Beach Volleyball,2002.0,Sports,GC,Sega,0.1
Total War: WARHAMMER,2016.0,Strategy,PC,Sega,0.1
Tom Clancy's Ghost Recon: Predator,2010.0,Shooter,PSP,Ubisoft,0.1
You Don't Know Jack: Mock 2,2000.0,Misc,PS,Vivendi Games,0.1
Blue Dragon: Awakened Shadow,2009.0,Role-Playing,DS,Namco Bandai Games,0.1
3D Tank Warfare Simulator Panzer Front,1999.0,Simulation,PS,Avalon Interactive,0.1
[Prototype 2],2012.0,Action,PC,Activision,0.1
NASCAR The Game: Inside Line,2012.0,Racing,X360,Activision,0.1
Sudoku Mania,2006.0,Puzzle,DS,Zoo Digital Publishing,0.1
Blades of Time,2012.0,Action,PS3,Konami Digital Entertainment,0.1
Rolling Stone: Drum King,2009.0,Misc,Wii,505 Games,0.1
Jade Cocoon 2,2001.0,Role-Playing,PS2,Ubisoft,0.1
Lord of Apocalypse,2011.0,Role-Playing,PSV,Square Enix,0.1
Bejeweled Twist,2010.0,Puzzle,DS,PopCap Games,0.1
Rock Band 3,2010.0,Misc,DS,MTV Games,0.1
Kabushiki Baibai Trainer: Kabutore!,2006.0,Simulation,DS,Konami Digital Entertainment,0.1
Sword & Sorcery,1996.0,Role-Playing,SAT,Micro Cabin,0.1
Van Helsing,2004.0,Action,GBA,Activision,0.1
NFL Tour,2008.0,Sports,X360,Electronic Arts,0.1
Bee Movie Game,2007.0,Action,PS2,Activision,0.1
NBA Live 16,2015.0,Sports,XOne,Electronic Arts,0.1
Spider-Man: Web of Shadows,2008.0,Action,DS,Activision,0.1
Bullet Witch,2006.0,Shooter,X360,Atari,0.1
USA Today Puzzle Craze,2009.0,Puzzle,DS,Destineer,0.1
Machi-Ing Maker 3 x Tousouchuu,2010.0,Simulation,PSP,D3Publisher,0.1
Kelly Slater's Pro Surfer,2002.0,Sports,XB,Activision,0.1
SNK vs. Capcom: SVC Chaos,2004.0,Fighting,XB,Ignition Entertainment,0.1
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,2005.0,Platform,PS2,Global Star,0.1
Choujikuu Yousai Macross: Ai Oboete Imasu ka,1997.0,Shooter,SAT,Namco Bandai Games,0.1
Vanishing Point,2001.0,Racing,PS,Acclaim Entertainment,0.1
SCORE International Baja 1000: The Official Game,2008.0,Racing,Wii,Activision,0.1
Dragonseeds,1998.0,Action,PS,Jaleco,0.1
The Bard's Tale,2004.0,Role-Playing,XB,Ubisoft,0.1
Opoona,2007.0,Role-Playing,Wii,Tecmo Koei,0.1
Big League Sports,2008.0,Sports,Wii,Activision,0.1
nail'd,2010.0,Racing,X360,Deep Silver,0.1
Nodame Cantabile,2007.0,Misc,DS,Namco Bandai Games,0.1
Alien Hominid,2004.0,Shooter,PS2,Zoo Digital Publishing,0.1
Record of Agarest War Zero,2010.0,Strategy,X360,Compile Heart,0.1
L'Aigle de Guerre,2001.0,Strategy,GBA,Nintendo,0.1
Jeopardy!,1998.0,Misc,N64,GameTek,0.1
Disney's Donald Duck: Goin' Quackers,2000.0,Platform,N64,Ubisoft,0.1
Aidyn Chronicles: The First Mage,2001.0,Role-Playing,N64,THQ,0.1
Aquapazza: Aquaplus Dream Match,2012.0,Fighting,PS3,Aqua Plus,0.1
Virtual Pool 64,1998.0,Sports,N64,Crave Entertainment,0.1
Indy Racing 2000,2000.0,Racing,N64,Infogrames,0.1
Flying Dragon,1997.0,Fighting,N64,Natsume,0.1
International Superstar Soccer 64 (weekly JP sales),1997.0,Sports,N64,Konami Digital Entertainment,0.1
Lode Runner 3-D,1998.0,Action,N64,Infogrames,0.1
The History Channel: Civil War - Secret Missions,2008.0,Shooter,PS3,Activision,0.1
GT64 Championship Edition,1998.0,Racing,N64,Ocean,0.1
Milo's Astro Lanes,1998.0,Sports,N64,Interplay,0.1
Gekido,1999.0,Fighting,PS,Infogrames,0.1
Harry Potter and the Deathly Hallows - Part 1,2010.0,Action,PC,Electronic Arts,0.1
Fifi and the Flowertots,2009.0,Misc,DS,Avanquest,0.1
Disney's The Jungle Book,2002.0,Platform,GBA,Ubisoft,0.1
King of Clubs: Mini Golf,2008.0,Sports,Wii,Oxygen Interactive,0.1
Ultimate Marvel vs. Capcom 3,2011.0,Fighting,PS3,Capcom,0.1
Cate West: The Vanishing Files,2008.0,Adventure,DS,Oxygen Interactive,0.1
Army Men World War: Team Assault,2001.0,Action,PS,3DO,0.1
Tom Clancy's Splinter Cell,2003.0,Action,GBA,Ubisoft,0.1
Harry Potter and the Deathly Hallows - Part 2,2011.0,Action,PC,Electronic Arts,0.1
NHL 2K6,2005.0,Sports,X360,Take-Two Interactive,0.1
Marvel vs. Capcom: Clash of Super Heroes,1999.0,Fighting,DC,Capcom,0.1
NBA Ballers: Rebound,2006.0,Sports,PSP,Midway Games,0.1
King's Field: The Ancient City,2001.0,Role-Playing,PS2,Metro 3D,0.1
LEGO Rock Raiders,1999.0,Strategy,PS,LEGO Media,0.1
Silent Scope Complete,2004.0,Shooter,XB,Konami Digital Entertainment,0.1
Digimon All-Star Rumble,2014.0,Fighting,PS3,Namco Bandai Games,0.1
Ghost in the Shell,1997.0,Simulation,PS,Sony Computer Entertainment,0.1
Atelier Sophie: The Alchemist of the Mysterious Book,2015.0,Role-Playing,PS4,Tecmo Koei,0.1
Marvel Super Hero Squad: The Infinity Gauntlet,2011.0,Action,3DS,THQ,0.1
Evil Dead: Fistfull of Boomstick,2003.0,Action,XB,THQ,0.1
Tom Clancy's Classic Trilogy,2004.0,Shooter,XB,Ubisoft,0.1
Harvest Moon DS Cute (jp sales),2005.0,Simulation,DS,Marvelous Interactive,0.1
Bleach: Dark Souls (JP sales),2007.0,Fighting,DS,Sega,0.1
Indigo Prophecy,2005.0,Adventure,XB,Atari,0.1
NASCAR '14,2014.0,Racing,PS3,Deep Silver,0.1
Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,2007.0,Misc,DS,Benesse,0.1
Over the Hedge,2006.0,Platform,XB,Activision,0.1
Sneakers,2002.0,Puzzle,XB,Microsoft Game Studios,0.1
Sword Art Online: Lost Song,2015.0,Role-Playing,PS3,Namco Bandai Games,0.1
Crime Crackers,1994.0,Role-Playing,PS,Sony Computer Entertainment,0.1
Earth Defense Force 2025.1: The Shadow of New Despair,2015.0,Action,PS4,D3Publisher,0.1
Pro Evolution Soccer 2013,2012.0,Sports,Wii,Konami Digital Entertainment,0.1
Micro Machines V3,1997.0,Racing,PS,Codemasters,0.1
Alvin and the Chipmunks: Chipwrecked,2011.0,Misc,Wii,505 Games,0.1
College Hoops 2K6,2005.0,Sports,XB,Take-Two Interactive,0.1
"Sakura Wars 2: Kimi, Shinitamou koto Nakare",2000.0,Adventure,DC,Sega,0.1
NatGeo Challenge! Wild Life,2010.0,Misc,PS3,Black Bean Games,0.1
Idol Janshi Suchie-Pai Remix,1995.0,Misc,SAT,Jaleco,0.1
Kung Fu Panda 2,2011.0,Action,PS3,THQ,0.1
Star Wars: Lethal Alliance,2006.0,Action,DS,Ubisoft,0.1
Exhibition Volume 03,2003.0,Misc,XB,Microsoft Game Studios,0.1
Zero4 Champ RR-Z,1995.0,Racing,SNES,Media Rings,0.1
Initial D: Street Stage,2006.0,Racing,PSP,Sega,0.1
Tales of Innocence R,2012.0,Role-Playing,PSV,Namco Bandai Games,0.1
Generator Rex: Agent of Providence,2011.0,Action,3DS,Activision,0.1
Petz Hamsterz Superstarz,2009.0,Simulation,DS,Ubisoft,0.1
NeverDead,2012.0,Shooter,X360,Konami Digital Entertainment,0.1
Age of Empires II: The Age of Kings,1999.0,Strategy,PC,Microsoft Game Studios,0.1
"Warhammer 40,000: Dawn of War II - Chaos Rising",2010.0,Strategy,PC,THQ,0.1
Predator: Concrete Jungle,2005.0,Action,XB,Vivendi Games,0.1
CSI: Hard Evidence,2007.0,Adventure,X360,Ubisoft,0.1
F1 2014,2014.0,Racing,PC,Codemasters,0.1
Code Lyoko: Quest for Infinity,2007.0,Action,Wii,Game Factory,0.1
Fate/hollow ataraxia,2014.0,Adventure,PSV,Type-Moon,0.1
Lucky * Star: Ryouou Gakuen Outousai,2008.0,Adventure,PS2,Kadokawa Shoten,0.1
Scribblenauts Unmasked: A DC Comics Adventure,2013.0,Puzzle,3DS,Warner Bros. Interactive Entertainment,0.1
Murder in Venice,2011.0,Adventure,DS,City Interactive,0.1
Nancy Drew: The Model Mysteries,2010.0,Puzzle,DS,THQ,0.1
Ride,2015.0,Racing,XOne,Milestone S.r.l.,0.1
Naruto Shippuden: Gekito Ninja Taisen! EX,2007.0,Fighting,Wii,Takara Tomy,0.1
Universal Studios Theme Parks Adventure,2001.0,Misc,GC,Kemco,0.1
Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,2009.0,Misc,DS,Nintendo,0.1
Little League World Series Baseball 2010,2010.0,Sports,X360,Activision,0.1
Piglet's Big Game,2003.0,Platform,PS2,Gotham Games,0.1
Real Bout Garou Densetsu,1996.0,Fighting,SAT,SNK,0.1
Arcania: Gothic 4,2010.0,Role-Playing,X360,JoWood Productions,0.1
Ben 10 Galactic Racing,2011.0,Racing,X360,D3Publisher,0.1
Project FIFA World Cup,2002.0,Sports,PS2,Electronic Arts,0.1
System Flaw,2009.0,Shooter,DS,Enjoy Gaming ltd.,0.1
Rio,2011.0,Misc,X360,THQ,0.1
Rocky: Legends,2004.0,Action,XB,Ubisoft,0.1
Lord of Apocalypse,2011.0,Role-Playing,PSP,Square Enix,0.1
The BIGS 2,2009.0,Sports,PSP,Take-Two Interactive,0.1
Horse Life Adventures,2008.0,Simulation,DS,Deep Silver,0.1
iCarly 2: iJoin The Click!,2010.0,Adventure,Wii,Activision,0.1
Burnout Paradise: The Ultimate Box,2009.0,Racing,PC,Electronic Arts,0.1
Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,2004.0,Adventure,GBA,Nintendo,0.1
The Secret Saturdays: Beasts of the 5th Sun,2009.0,Action,Wii,D3Publisher,0.1
Winter Stars,2011.0,Sports,X360,Deep Silver,0.1
Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,2008.0,Adventure,DS,Alchemist,0.1
Star Trek: Shattered Universe,2004.0,Simulation,PS2,Global Star,0.1
The Land Before Time: Great Valley Racing Adventure,2001.0,Racing,PS,TDK Mediactive,0.1
Ultra Street Fighter IV,2015.0,Fighting,PS4,Capcom,0.1
Animal Planet: Vet Life,2009.0,Simulation,Wii,Activision,0.1
Cubic Ninja,2011.0,Platform,3DS,Ubisoft,0.1
Championship Pony,2008.0,Simulation,DS,"Destination Software, Inc",0.1
Harvest Moon: Frantic Farming,2009.0,Puzzle,DS,Rising Star Games,0.1
Rise of the Tomb Raider,2016.0,Adventure,PC,Square Enix,0.1
Pinball Hall of Fame: The Williams Collection,2011.0,Misc,3DS,Crave Entertainment,0.1
Persona 5,2016.0,Role-Playing,PS3,Unknown,0.1
Power Stone Collection,2006.0,Action,PSP,Capcom,0.1
MTX Mototrax,2004.0,Racing,XB,Activision,0.1
Blast Chamber,1996.0,Shooter,PS,Activision,0.1
Thor: God of Thunder,2011.0,Action,3DS,Sega,0.1
Mana Khemia: Student Alliance,2008.0,Role-Playing,PSP,Nippon Ichi Software,0.1
Retro Game Challenge (US sales),2007.0,Action,DS,Namco Bandai Games,0.1
EyeToy: Operation Spy,2005.0,Action,PS2,Sony Computer Entertainment,0.1
Zoo Tycoon (2013),2013.0,Simulation,X360,Microsoft Game Studios,0.1
MotoGP 07,2007.0,Racing,PS2,Capcom,0.1
Touch Detective,2006.0,Adventure,DS,505 Games,0.1
Option Tuning Car Battle,1998.0,Racing,PS,MTO,0.1
Rapala Pro Bass Fishing 2010,2010.0,Sports,DS,Activision,0.1
Derby Jockey 2,1995.0,Sports,SNES,Asmik Corp,0.1
Famicom Mini: Mappy,2004.0,Platform,GBA,Nintendo,0.1
Reign of Fire,2002.0,Shooter,XB,BAM! Entertainment,0.1
Descent Maximum,1997.0,Shooter,PS,Interplay Productions,0.1
Disney Sing It! High School Musical 3: Senior Year,2009.0,Misc,X360,Disney Interactive Studios,0.1
"Blast Works: Build, Trade, Destroy",2008.0,Shooter,Wii,Eidos Interactive,0.1
Resident Evil: Revelations 2,2015.0,Action,XOne,Capcom,0.1
Major League Baseball 2K11,2011.0,Sports,DS,Take-Two Interactive,0.1
Shining Force EXA,2007.0,Role-Playing,PS2,Sega,0.1
Virtual Pro Wrestling,1996.0,Fighting,PS,Asmik Ace Entertainment,0.1
Wasteland 2,2015.0,Role-Playing,PC,inXile Entertainment,0.1
Shadow Tower,1998.0,Role-Playing,PS,From Software,0.1
Ninja Reflex,2008.0,Action,DS,Electronic Arts,0.1
Dragon Ball: Evolution,2009.0,Fighting,PSP,Namco Bandai Games,0.1
Red Bull BC One,2008.0,Misc,DS,Playlogic Game Factory,0.1
Heatseeker,2007.0,Action,Wii,Codemasters,0.1
Watchmen: The End is Nigh Part 1 & 2,2009.0,Action,X360,Warner Bros. Interactive Entertainment,0.1
Ford Racing 3,2005.0,Racing,DS,Zoo Digital Publishing,0.1
Ice Age 2: The Meltdown,2006.0,Platform,XB,Vivendi Games,0.1
Guilty Gear Isuka,2004.0,Fighting,PS2,505 Games,0.1
MySims SkyHeroes,2010.0,Action,X360,Electronic Arts,0.1
NASCAR Unleashed,2011.0,Racing,PS3,Activision,0.1
Shadow Master,1997.0,Adventure,PS,Psygnosis,0.1
Global Touring Challenge: Africa,2001.0,Racing,PS2,Rage Software,0.1
Jikkyou Powerful Pro Yakyuu 2013,2013.0,Sports,PSV,Konami Digital Entertainment,0.1
Dead or Alive 5,2013.0,Fighting,PSV,Tecmo Koei,0.1
Tokimeki Memorial: Taisen Pazurudama,1996.0,Puzzle,PS,Konami Digital Entertainment,0.1
InuYasha: Secret of the Divine Jewel,2007.0,Role-Playing,DS,Namco Bandai Games,0.1
MotoGP 2,2003.0,Racing,XB,THQ,0.1
Pro Yakyuu Famista DS,2007.0,Sports,DS,Namco Bandai Games,0.1
Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,2002.0,Fighting,GBA,Banpresto,0.1
BIT.TRIP COMPLETE,2011.0,Misc,Wii,Rising Star Games,0.1
EyeCreate,2007.0,Misc,PS3,Sony Computer Entertainment,0.1
Skylanders: Spyro's Adventure,2011.0,Action,PC,Activision,0.1
Paws & Claws: Pet Vet,2009.0,Simulation,Wii,THQ,0.1
Touch Mechanic,2008.0,Simulation,DS,Nintendo,0.1
Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,2012.0,Adventure,PSV,Gust,0.1
Ar tonelico: Melody of Elemia,2006.0,Role-Playing,PS2,505 Games,0.1
Man vs. Wild,2011.0,Action,X360,Crave Entertainment,0.1
Sol Trigger,2012.0,Role-Playing,PSP,Image Epoch,0.1
Pony Friends 2,2009.0,Simulation,Wii,Eidos Interactive,0.1
Castlevania Double Pack,2006.0,Platform,GBA,Konami Digital Entertainment,0.1
Ballistic: Ecks vs. Sever,2002.0,Shooter,GBA,BAM! Entertainment,0.1
Jikkyou Powerful Pro Yakyuu 11,2004.0,Sports,GC,Konami Digital Entertainment,0.1
Steel Battalion,2002.0,Simulation,XB,Microsoft Game Studios,0.1
Glory Days 2,2007.0,Strategy,DS,Ghostlight,0.1
Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,2009.0,Action,DS,Blast! Entertainment Ltd,0.1
Street Fighter Collection,1997.0,Fighting,PS,Capcom,0.1
thinkSMART,2010.0,Misc,DS,Conspiracy Entertainment,0.1
Digimon Story: Super Xros Wars Blue/Red,2011.0,Role-Playing,DS,Namco Bandai Games,0.1
Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,2010.0,Sports,DS,Konami Digital Entertainment,0.1
Mind Quiz,2006.0,Action,PSP,Ubisoft,0.1
Populous DS,2008.0,Strategy,DS,Rising Star Games,0.1
Who Wants to Be A Millionaire?,2011.0,Misc,X360,Ubisoft,0.1
Bladestorm: The Hundred Years' War,2007.0,Action,X360,Tecmo Koei,0.1
Cartoon Network: Punch Time Explosion,2011.0,Fighting,3DS,Deep Silver,0.1
Imagine: Reporter,2010.0,Simulation,DS,Ubisoft,0.1
Disney Planes Fire & Rescue,2014.0,Action,3DS,Disney Interactive Studios,0.1
MX SuperFly featuring Ricky Carmichael,2002.0,Racing,XB,THQ,0.1
Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,2009.0,Simulation,DS,Konami Digital Entertainment,0.1
Natural Doctrine,2014.0,Role-Playing,PS4,Nippon Ichi Software,0.1
SNK vs. Capcom Card Fighters DS,2006.0,Strategy,DS,Ignition Entertainment,0.1
Mystery Stories: Curse of the Ancient Spirits,2011.0,Adventure,DS,GSP,0.1
Kuroko's Basketball: Miracle Game,2014.0,Sports,3DS,Namco Bandai Games,0.1
Minority Report: Everybody Runs,2002.0,Action,XB,Activision,0.1
MindJack,2011.0,Shooter,X360,Square Enix,0.1
ReCore,2016.0,Action,XOne,Microsoft Game Studios,0.1
NASCAR,2006.0,Racing,PSP,Electronic Arts,0.1
Halo 2,2007.0,Shooter,PC,Microsoft Game Studios,0.1
Shox,2002.0,Racing,PS2,Electronic Arts,0.09
Unou no Tatsujin: Soukai! Machigai Museum 2,2007.0,Misc,DS,Namco Bandai Games,0.09
Playboy: The Mansion,2005.0,Simulation,XB,Ubisoft,0.09
The X-Factor,2010.0,Misc,X360,Deep Silver,0.09
Gundam Breaker,2013.0,Action,PSV,Namco Bandai Games,0.09
Neo Atlas,1998.0,Strategy,PS,ArtDink,0.09
Jaws: Ultimate Predator,2011.0,Action,Wii,Majesco Entertainment,0.09
Disney's Aladdin in Nasira's Revenge,2000.0,Action,PS,Sony Computer Entertainment,0.09
Kiniro no Corda 3,2010.0,Adventure,PSP,Tecmo Koei,0.09
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,2005.0,Adventure,GC,Activision,0.09
Taiko no Tatsujin: Don Don! Mystery Adventure,2016.0,Action,3DS,Namco Bandai Games,0.09
Winning Post 6,2003.0,Sports,PS2,Tecmo Koei,0.09
Rock Band Country Track Pack 2,2011.0,Misc,Wii,MTV Games,0.09
Darkest of Days,2009.0,Shooter,X360,Phantom EFX,0.09
Whacked!,2002.0,Misc,XB,Microsoft Game Studios,0.09
Ghostbusters: The Video Game (DS Version),2010.0,Action,PC,Take-Two Interactive,0.09
Barnyard,2006.0,Action,PS2,THQ,0.09
Big League Sports: Summer,2009.0,Sports,Wii,Activision,0.09
Angry Birds: Rio,2011.0,Puzzle,PC,Focus Home Interactive,0.09
Dance on Broadway,2011.0,Misc,PS3,Ubisoft,0.09
Risen 3: Titan Lords,2014.0,Role-Playing,PC,Deep Silver,0.09
Dungeons,2011.0,Strategy,PC,Kalypso Media,0.09
Pac-Man World 3,2005.0,Platform,GC,Namco Bandai Games,0.09
SingStar Apres-Ski Party 2,2010.0,Misc,PS3,Sony Computer Entertainment,0.09
Raven Squad: Operation Hidden Dagger,2009.0,Shooter,X360,Evolved Games,0.09
Rocky,2002.0,Fighting,GC,Rage Software,0.09
Gundam Breaker 3,2016.0,Action,PS4,Namco Bandai Games,0.09
Crash 'N' Burn,2004.0,Racing,XB,Eidos Interactive,0.09
Medieval II: Total War,2006.0,Strategy,PC,Sega,0.09
NFL Blitz 20-02,2002.0,Sports,XB,Midway Games,0.09
Metal Fight Beyblade,2009.0,Action,DS,Hudson Soft,0.09
Robots,2005.0,Action,XB,Vivendi Games,0.09
Speed Kings,2003.0,Racing,PS2,Acclaim Entertainment,0.09
Monopoly Collection,2011.0,Misc,Wii,Electronic Arts,0.09
The King of Fighters XIV,2016.0,Fighting,PS4,Deep Silver,0.09
Langrisser V: The End of Legend,1998.0,Strategy,SAT,NCS,0.09
FIFA Street 3,2008.0,Sports,DS,Electronic Arts,0.09
PhotoKano,2012.0,Adventure,PSP,Kadokawa Shoten,0.09
Ouchi Mainichi Tamagotchi,2012.0,Action,3DS,Namco Bandai Games,0.09
Fresh PreCure! Asobi Collection,2009.0,Action,DS,Namco Bandai Games,0.09
Populous: The Beginning,1998.0,Strategy,PS,Electronic Arts,0.09
Rygar: The Battle of Argus,2008.0,Action,Wii,Rising Star Games,0.09
Chess,2001.0,Strategy,PS,Success,0.09
Rosco McQueen: Firefighter Extreme,1997.0,Action,PS,Sony Computer Entertainment,0.09
Terranigma,1995.0,Role-Playing,SNES,Nintendo,0.09
PAC-MAN and the Ghostly Adventures,2013.0,Platform,3DS,Namco Bandai Games,0.09
The Voice,2014.0,Action,WiiU,Activision,0.09
Forever Kingdom,2001.0,Role-Playing,PS2,From Software,0.09
Blitz: Overtime,2006.0,Sports,PSP,Midway Games,0.09
Cabela's North American Adventures,2010.0,Sports,PSP,Activision,0.09
Altered Beast: Guardian of the Realms,2002.0,Action,GBA,THQ,0.09
Field & Stream: Total Outdoorsman Challenge,2010.0,Sports,X360,505 Games,0.09
Wordmaster,2008.0,Strategy,DS,Zoo Digital Publishing,0.09
Shining Tears,2004.0,Role-Playing,PS2,Sega,0.09
MotoGP,2002.0,Racing,XB,THQ,0.09
Scaler,2004.0,Platform,PS2,Take-Two Interactive,0.09
Gradius V,2004.0,Shooter,PS2,Konami Digital Entertainment,0.09
X-COM: UFO Defense,1995.0,Strategy,PS,Microprose,0.09
Raiden Fighters Aces,2008.0,Shooter,X360,Valcon Games,0.09
Scooby-Doo! Who's Watching Who?,2006.0,Adventure,DS,THQ,0.09
World Cup '98 France: Road to Win,1998.0,Sports,SAT,Sega,0.09
